mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__subsample,param_xgb__reg_lambda,param_xgb__n_estimators,param_xgb__min_child_weight,param_xgb__max_depth,param_xgb__learning_rate,param_xgb__gamma,param_xgb__colsample_bytree,param_xgb__colsample_bylevel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.269889640808105,0.89971598094906,0.017159271240234374,0.005908279952455388,0.5,50.0,100,1.0,8,0.01,1.0,0.8,0.7,"{'xgb__subsample': 0.5, 'xgb__reg_lambda': 50.0, 'xgb__n_estimators': 100, 'xgb__min_child_weight': 1.0, 'xgb__max_depth': 8, 'xgb__learning_rate': 0.01, 'xgb__gamma': 1.0, 'xgb__colsample_bytree': 0.8, 'xgb__colsample_bylevel': 0.7}",0.8443628627824032,0.8565433427117757,0.8577982504228393,0.8491246448008477,0.8529023099631415,0.8521462821362015,0.004930768181876351,79
31.430226278305053,1.8361352132753788,0.035320091247558597,0.008302408679931506,0.7,100.0,300,1.0,10,0.05,1.0,0.6,0.9,"{'xgb__subsample': 0.7, 'xgb__reg_lambda': 100.0, 'xgb__n_estimators': 300, 'xgb__min_child_weight': 1.0, 'xgb__max_depth': 10, 'xgb__learning_rate': 0.05, 'xgb__gamma': 1.0, 'xgb__colsample_bytree': 0.6, 'xgb__colsample_bylevel': 0.9}",0.8927112718338825,0.9011342733705464,0.9001888611245683,0.8957185930288891,0.8994207385309275,0.8978347475777628,0.0031518947357063163,22
33.043783044815065,1.9154926040795794,0.04186491966247559,0.01309545664772359,0.5,5.0,400,3.0,8,0.001,0,0.8,0.9,"{'xgb__subsample': 0.5, 'xgb__reg_lambda': 5.0, 'xgb__n_estimators': 400, 'xgb__min_child_weight': 3.0, 'xgb__max_depth': 8, 'xgb__learning_rate': 0.001, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8, 'xgb__colsample_bylevel': 0.9}",0.8583340540037708,0.8698277305849174,0.8719851453802154,0.8624555027183537,0.8679358573367217,0.8661076580047957,0.0050098556475787264,69
1.3317082405090332,0.03380055747460097,0.018763399124145506,0.0028957379632212604,0.5,10.0,100,5.0,1,0.05,0.5,0.4,0.9,"{'xgb__subsample': 0.5, 'xgb__reg_lambda': 10.0, 'xgb__n_estimators': 100, 'xgb__min_child_weight': 5.0, 'xgb__max_depth': 1, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.4, 'xgb__colsample_bylevel': 0.9}",0.8361742780960222,0.8470363290409672,0.8489436809256284,0.8452441914491557,0.8391750844970267,0.8433147128017602,0.004845222961030123,80
4.230133295059204,0.4658153521467846,0.025899553298950197,0.006562734316410289,1.0,100.0,300,5.0,1,0.01,0.5,0.8,1.0,"{'xgb__subsample': 1.0, 'xgb__reg_lambda': 100.0, 'xgb__n_estimators': 300, 'xgb__min_child_weight': 5.0, 'xgb__max_depth': 1, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.8, 'xgb__colsample_bylevel': 1.0}",0.8131479291468658,0.8322609934075014,0.826415714747104,0.8293256563570379,0.8235886411348242,0.8249477869586667,0.006570958267615533,92
18.449230003356934,0.7994819511438963,0.029714250564575197,0.0007525758279889394,0.7,5.0,400,1.0,6,0.1,0.5,0.4,1.0,"{'xgb__subsample': 0.7, 'xgb__reg_lambda': 5.0, 'xgb__n_estimators': 400, 'xgb__min_child_weight': 1.0, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.4, 'xgb__colsample_bylevel': 1.0}",0.8961537774537855,0.9033817040256916,0.9017734459771481,0.8988293301716005,0.9017090816242694,0.900369467850499,0.0025683985675525006,11
44.48494815826416,1.5897087321496866,0.03451304435729981,0.0010204041824957493,1.0,0.1,300,1.0,10,0.01,0.5,0.8,1.0,"{'xgb__subsample': 1.0, 'xgb__reg_lambda': 0.1, 'xgb__n_estimators': 300, 'xgb__min_child_weight': 1.0, 'xgb__max_depth': 10, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.8, 'xgb__colsample_bylevel': 1.0}",0.8846361374752695,0.891142863054755,0.8921113561737367,0.8906323926044917,0.889736515181134,0.8896518528978774,0.002622910393853179,43
1.2845632076263427,0.12529477063889144,0.018987369537353516,0.0023719552878043327,0.9,1.0,100,10.0,1,0.01,0.5,0.4,0.9,"{'xgb__subsample': 0.9, 'xgb__reg_lambda': 1.0, 'xgb__n_estimators': 100, 'xgb__min_child_weight': 10.0, 'xgb__max_depth': 1, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.4, 'xgb__colsample_bylevel': 0.9}",0.780919370330343,0.8091672639830845,0.81026982386655,0.8084735537763724,0.8064646245725571,0.8030589273057813,0.011138992260801896,94
2.3079293251037596,0.19220066781004647,0.024895620346069337,0.004772338176767616,0.7,0.1,100,0.5,3,0.05,0.5,0.4,0.7,"{'xgb__subsample': 0.7, 'xgb__reg_lambda': 0.1, 'xgb__n_estimators': 100, 'xgb__min_child_weight': 0.5, 'xgb__max_depth': 3, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 0.4, 'xgb__colsample_bylevel': 0.7}",0.868737705494975,0.8779606070043506,0.8776562026342108,0.8748540956622499,0.8740123126262497,0.8746441846844073,0.003328685340066057,57
10.294646644592286,0.5312059316184211,0.019348287582397462,0.0004902541964608119,0.7,1.0,100,7.0,8,0.001,0.5,1.0,0.9,"{'xgb__subsample': 0.7, 'xgb__reg_lambda': 1.0, 'xgb__n_estimators': 100, 'xgb__min_child_weight': 7.0, 'xgb__max_depth': 8, 'xgb__learning_rate': 0.001, 'xgb__gamma': 0.5, 'xgb__colsample_bytree': 1.0, 'xgb__colsample_bylevel': 0.9}",0.8591653451427785,0.8712093840310396,0.8717133454306445,0.8647494234653839,0.8688450148879087,0.867136502591551,0.0046838523821401854,68
